1.598412698,0,1.1
2.468526077,68.9565,1.2
3.264195011,75.4082,1.3
4.042947845,77.0463,1.4
4.805941043,78.6377,2.1
5.547573696,80.9026,2.2
6.317256235,77.9542,2.3
7.089342403,77.7115,2.4
7.907709750,73.3167,3.1
8.717006802,74.1384,3.2
9.510748299,75.5914,3.3
10.343877551,72.0176,3.4
11.191972789,70.7468,4.1
12.017233560,72.7043,4.2
12.866417233,70.6561,4.3
13.722199546,70.1113,4.4
14.562040816,71.4421,5.1
15.419115646,70.0056,5.2
16.267777777,70.6995,5.3
17.206848072,63.893,5.4
18.101360544,67.0756,6.1
18.935034013,71.9706,6.2
19.760181405,72.7143,6.3
20.526439909,78.3026,6.4
21.350725623,72.7903,7.1
22.128616780,77.1316,7.2
22.918095238,75.9995,7.3
23.817437641,66.7154,7.4
24.619977324,74.7627,8.1
25.414331065,75.5331,8.2
26.145668934,82.0414,8.3
26.865487528,83.3543,8.4
27.711315192,70.9364,9.1
28.513900226,74.7584,9.2
29.331247165,73.4082,9.3
30.186666666,70.141,9.4
31.066802721,68.1713,10.1
31.900022675,72.0098,10.2
32.647301587,80.2913,10.3
33.472380952,72.7203,10.4
34.342585034,68.9493,11.1
35.384557823,57.5831,11.2
36.324444444,63.8375,11.3
37.243605442,65.2769,11.4
38.289705215,57.3559,12.1
39.181541950,67.2769,12.2
39.984761904,74.6993,12.3
40.727800453,80.7495,12.4
41.447619047,83.3543,13.1
42.164036281,83.7501,13.2
42.842766439,88.4004,13.3
43.529160997,87.4133,13.4
44.207573696,88.4417,14.1
44.917346938,84.534,14.2
45.627210884,84.5232,14.3
46.300589569,89.1029,14.4
46.973968253,89.1029,15.1
47.693786848,83.3543,15.2
48.387346938,86.5102,15.3
49.035986394,92.5013,15.4
49.705782312,89.5795,16.1
50.380589569,88.9143,16.2
51.026507936,92.891,16.3
51.679546485,91.8782,16.4
52.366598639,87.3296,17.1
53.070566893,85.2311,17.2
53.754195011,87.767,17.3
54.450793650,86.1328,17.4
55.182993197,81.9449,18.1
55.976009070,75.6605,18.2
56.749569160,77.5635,18.3
57.492607709,80.7495,18.4
58.235646258,80.7495,19.1
59.025124716,75.9995,19.2
59.831496598,74.4074,19.3
60.573015873,80.915,19.4
61.320090702,80.3132,20.1
62.083741496,78.5699,20.2
62.869931972,76.3174,20.3
63.654421768,76.4828,20.4
64.458594104,74.6109,21.1
65.248072562,75.9995,21.2
66.037551020,75.9995,21.3
66.803809523,78.3026,21.4
67.687505668,67.8966,22.1
68.653560090,62.1083,22.2
69.595215419,63.7176,22.3
70.467256235,68.8041,22.4
71.331292517,69.4415,23.1
72.232403628,66.5845,23.2
73.089365079,70.0148,23.3
74.006643990,65.4109,23.4
75.141224489,52.883,24.1
76.017437641,68.4765,24.2
76.838117913,73.1101,24.3
77.591882086,79.6005,24.4
78.316870748,82.7599,25.1
79.043174603,82.6101,25.2
79.737324263,86.4367,25.3
80.422811791,87.5289,25.4
81.148163265,82.7185,26.1
81.880612244,81.917,26.2
82.613922902,81.8207,26.3
83.338526077,82.8039,26.4
84.069863945,82.0414,27.1
84.806485260,81.453,27.2
85.498299319,86.7285,27.3
86.214648526,83.758,27.4
86.925192743,84.4423,28.1
87.611269841,87.4537,28.2
88.311904761,85.6366,28.3
89.037981859,82.6358,28.4
89.770884353,81.8663,29.1
90.532653061,78.7641,29.2
91.289818594,79.2429,29.3
92.037755102,80.2207,29.4
92.818707482,76.8293,30.1
93.556870748,81.2828,30.2
94.297029478,81.0637,30.3
95.055578231,79.0984,30.4
95.861814058,74.4199,31.1
96.664671201,74.7331,31.2
97.520249433,70.128,31.3
98.313287981,75.6584,31.4
99.102766439,75.9995,32.1
99.915464852,73.8281,32.2
100.660204081,80.5651,32.3
101.407823129,80.2548,32.4
102.150975056,80.7372,33.1
102.942925170,75.7623,33.2
103.690680272,80.2402,33.3
104.477210884,76.2844,33.4
105.248616780,77.7801,34.1
106.004263038,79.4022,34.2
106.743537414,81.1607,34.3
107.477845804,81.7095,34.4
108.255850340,77.1204,35.1
109.058367346,74.7648,35.2
109.790090702,81.9982,35.3
110.538752834,80.143,35.4
111.336145124,75.2453,36.1
112.097052154,78.8533,36.2
112.852312925,79.4428,36.3
113.607823129,79.4165,36.4
114.329047619,83.1918,37.1
115.090839002,78.7617,37.2
115.860090702,77.9979,37.3
116.615328798,79.4451,37.4
117.364467120,80.092,38.1
118.128276643,78.5536,38.2
118.886167800,79.167,38.3
119.629206349,80.7495,38.4
120.349365079,83.315,39.1
121.138503401,76.0323,39.2
121.905804988,78.1961,39.3
122.693718820,76.1505,39.4
123.463356009,77.9588,40.1
124.305396825,71.2555,40.2
125.121836734,73.4898,40.3
126.026916099,66.2925,40.4
126.965963718,63.8945,41.1
127.875170068,65.9916,41.2
